,user_name,user_location,text,likes,date
6474,AtefAbdulsamiea, الجيزة ,"#Orange_egypt
#اورانج 

شركة محترمة ... و في رأيي بعد ما جربت بقية شركات المحمول في مصر ... هي أفضلهم في كل حاجة",0,2020-11-17
6475,JamaluddinBasit, الجيزة ,الصين تبدأ اختبار اتصالات الجيل السادس 6G  https://t.co/b0WnvFC7sn,1,2020-11-15
6476,loulouibrahim, الجيزة ,إحمد ربنا ان انت راجل علشان لو كنت ست كنت اتبهدلت اتصالات و رسايل من باقي الماميز و رغي و لوك لوك لوك مالوش اَي ٣٠ لازمة 😤🤯 https://t.co/tT9MrDWE52,0,2020-10-26
6478,OmarAshrafBakry, الجيزة ,"لو فرق شمال افريقيا قررت تقاطع البطولة الافريقية 
شركة توتال و اورانج الفرنسيتين اللى هما يعتبروا المالك للاتحاد الافريقى و الراعى لكل البطولات هيخسروا خساير توصل لمليارات 
لان هيخسروا بث مباريات و جماهير و اعلانات و و و و و هتعتبر اكبر ضربة ممكن تتوجه لفرنسا ف مجال الاقتصاد",0,2020-10-24
6479,Wanas__, الجيزة ,"رد شركة أورنچ.
أسوأ نت في مصر
@Orange_Egypt https://t.co/6FicPHmxmT https://t.co/U3QJYlNJK1",1,2020-10-20
6480,memo_memo_memo3, الجيزة ,"كسم عملاء فودافون 
الباردين ولاد القحابي",0,2020-10-19
6481,Sukaryph, الجيزة ,إيه هيه السعادة؟ تشرب فودافون، تتكلم كوكاكولا و تصاحب بنت حلوة دماغها فاهمة فى الكورة ....,0,2020-10-18
6482,Wanas__, الجيزة ,"أنا حاسة إني بتصدق على شركة @Orange_Egypt كل شهر ومفيش ثواب مقابل حتى.
مش عارفة هفضل أدفع كل شهر أكتر من ٣٠٠ جنيه في نت مش باخد ربعه حتى لحد إمتى ؟؟؟
حد عنده أي تجربة كويسة لنت هوائي في شركة  مختلفة ؟ وفلوس الراوتر بتاعهم دا هعتبرها زكاة عن عافيتي مش مشكلة",1,2020-10-17
6483,SalamOooOX, الجيزة ,"https://t.co/Ti5xagkYST. 
 واحد اتصل بيا وقالي كسبت ٣٠٠٠ جنيه من اتصالات وبعتلي رساله فاك من اتصالات عشان اتاكد ان هو تبع الشركه قالي هات ارقام الفيزا عشان احولك عليها الفلوس واديته كل حاجه الحمد لله https://t.co/sduVzmUknh",0,2020-10-17
6485,Eslam2xm, الجيزة ,دفعة كام وقسم ايه؟ — دفعة ٢٠٢١ ان شاء الله قسم اتصالات 🤷‍♂️ https://t.co/MwAZN5QCqH,0,2020-10-09
6486,mohy911, الجيزة ,وانا راجع من فودافون كانو منتظريني و سمعه ، لسه راكبين العربيه حالا رايحيين للدكتور ، معرفش انتي فين ولا بتعملي ايه بس اتمني كل الخير عندك و مكان ما انتي موجوده ، يا رب تكوني سعيده يا هدي ، يا رب كل الطيب و الخير في مكان ما انتي موجوده يا طيبه ، يا رب يجعلك في كل مكان سعاده و,0,2020-10-07
6487,mohy911, الجيزة ,يسترها معاكم و معانا يا رب يا رب يحفظكم و يحفظلكم النعم يا رب و يحاوطك بالخير و يطبطب عليكي و علي قلبك الطيب ، كنت بجيب فلوس بتاعه بابا كانت متحوله ليه علي فودافون كاش و خلاص راجعين ناخد بابا نروح علي الدكتور ، ربنا يطمن قلبك يا هدي و يطمن قلبنا يا رب ، يا رب ما نشوف حاجه وحشه في,0,2020-10-07
6488,mohy911, الجيزة ,ربنا قادر والله ان شاء الرحمن ، كنت رايح اجيب ليه فلوس حد بيبعتها ليه علي فودافون كاش ، نزلت لقيت الاقامه بتاعه صلاه العصر دخلت صليت ، اكرمني ربنا جدا جدا جدا اني دعيت ليكي من كل قلبي انتي و بابا ، دعيت ليكي اوي و دعيت لوالدينا حسين و فاروق و عزه و ناديه ، دعيت لاولادنا و اخواتنا,0,2020-10-07
6489,gabrkhawater, الجيزة ,"كتير في قرى الصعيد بيفقدوا حياتهم بسبب مرض السكر
للتبرع فى البنك الاهلى على حساب رقم 5263071123417901016
ڤودافون كاش:01001078970
إتصالات كاش:01154525206
#makeadifference #helpingothers #volunteering #health #humanity #nonprofitorganization #giving #charitywork #جبر_الخواطر https://t.co/6ueruNqYov",1,2020-10-05
6491,ar_cheetos, الجيزة ,"حد جرب انظمة #فودافون ريد الجديدة؟
#vodafone #vodafoneegypt #vodafonered #red",0,2020-09-28
6492,c89buendia, الجيزة ,عندي Orange points كتير جدا، بتعملوا بيها إيه دي؟,0,2020-09-21
6497,gabrkhawater, الجيزة ,"ساهم معانا فى مؤسسة جبر الخواطر فى توفير مصاريف التعليم للأطفال الغير قادرين و ساعدنا فى بناء حياه كريمه ليهم 
للتبرع فى البنك الاهلى على حساب مؤسسة جبر الخواطر رقم 5263071123417901016
للتبرع عبر ڤودافون كاش:01001078970
للتبرع عبر إتصالات كاش:01154525206
#جبرالخواطر https://t.co/CRXTGmnboy",1,2020-09-13
6498,gabrkhawater, الجيزة ,"كفالة اليتيم من أعظم أبواب الخير التي حثت عليها الشريعة الإسلامية 
و مع مؤسسة جبر الخواطر هتقدر تساهم بتكفل طفل محتاج ليك توصله لبر الأمان  
للتبرع فى البنك الاهلى على حساب مؤسسة جبر الخواطر رقم 5263071123417901016
ڤودافون كاش:01001078970
إتصالات كاش:01154525206. https://t.co/NyJcSRQ4yA",1,2020-09-09
6502,gabrkhawater, الجيزة ,"الصدقة على اليتيم من أفضل الصدقات الجارية
و مع مؤسسة جبر الخواطر هتقدر تكفل طفل من وسط اطفال كتير مستنيين اللى يرسم الابتسامة على وجوهم .
للتبرع فى البنك الاهلى على حساب مؤسسة جبر الخواطر رقم 5263071123417901016
 ڤودافون كاش:01001078970.      إتصالات كاش:01154525206
#جبرالخواطر https://t.co/DVIBUTt1q4",1,2020-09-06
6504,yousifmfk, الجيزة ,"انا ليا قصة مع دكتور ايهاب كنت متوقع بعديها انه يشتمني و يطلعني بره
كنا في محاضرة maths في تانيه اتصالات فا بيقولها "" و التيار ده اللي هو ايه "" قمت انا قايله بكل علو صوتي اللي هو ال current بصلي بصة لحد دلوقتي فاكرها 😂😂😂 https://t.co/WfW8tycRI3",2,2020-09-04
6505,ShafaiMostafa, الجيزة ,#ملك_جديد_للفئة_الإقتصادية الوان ولا احسن خصوصا ال orange 🔥 🔥 🔥تحفه https://t.co/L5zmduomXy,0,2020-09-03
6506,ShafaiMostafa, الجيزة ,#ملك_جديد_للفئة_الإقتصادية الوان تحفه بذات ال orange 🔥🔥 https://t.co/L5zmduomXy,0,2020-09-03
6507,gabrkhawater, الجيزة ,"قدرنا نجبر بخاطر اهلنا في قري الصعيد الفقيرة ونحقق نجاحات عظيمة في قرية ابو تشت وبمساهمتك هنقدر نوصل لعدد قري أكبر علشان نقدر نوفر ليهم سبل الحياة الكريمة 
للتبرع فى البنك الاهلى على حساب رقم 5263071123417901016
ڤودافون كاش:01001078970 
إتصالات كاش:01154525206
#جبر_الخواطر https://t.co/deol3WTugC",1,2020-09-03
6508,gabrkhawater, الجيزة ,"قال رسولنا الكريم (مَن نفَّس عن مؤمنٍ كربةً من كُرَب الدنيا. نفَّس الله عنه كربةً من كُرَب يوم القيامة)
للتبرع فى البنك الاهلى على حساب مؤسسة جبر الخواطر رقم 5263071123417901016
ڤودافون كاش:01001078970
إتصالات كاش:01154525206
#جبر_الخواطر https://t.co/HK2he88oK6",1,2020-09-03
6510,rowanayman3, الجيزة ,اعلان فودافون الجديد بتاع احمد فهمي ده اصيع اعلان اتعمل من فتره طويله اوي,2,2020-08-29
6512,muhmdelsherbiny, الجيزة ,أنغامي و فودافون نصبوا على الناس و من لا شيئ كسبوا حوالي ٦٢ مليون برعايه عمرو دياب.,0,2020-08-28
6513,usfngm, الجيزة ,كنت عامل account للـex علي الـwebsite بتاع orange عشان اشحنلها رصيد بس الـaccount معمول بالـemail بتاعي. بقالي سنتين و نص بعد ما سبنا بعض بيجيلي email كل ما تشحن الموبايل بتاعها و غالباً هفضل stuck كده بقيت حياتي في الموضوع ده,4,2020-08-27
6515,yousifmfk, الجيزة ,"Orange و انا في اسكندرية و برج العرب كانت orange - egypt
اما رجعت القاهرة بقيت orange - Stay safe !! 😂😂
هل عشان انا مستفر فا اللي هو مع نفسك يا حمار بس اما رجعت القاهرة لا خلاص اقعد في البيت و لا هما راميين طوبة الناس اللي في اسكندرية 😂😂",0,2020-08-26
6517,Eslam2xm, الجيزة ,"دفعة اعدادي متوحشة
اتصالات واخدة جج من العالي و حاسبات امتياز نضيف 😂",2,2020-08-24
6518,Abdo72692494, الجيزة ,"رمضان صبحي 23سنه جايلة عرض ب90مليون جنيه
محمد صلاح27سنه جايلة عرض ب219مليون يورو
وانا 32 سنه جايلى عرض
100دقيقة هدية من فودافون 😂
وانت جالك ايه؟",2,2020-08-20
6519,gabrkhawater, الجيزة ,"بمساهمتك و عطائك هنساهم فى مساعدة و علاج أهالى كتير من قرى الصعيد و هندخل الفرحة و الأمان ليهم من جديد
للتبرع فى البنك الاهلى على حساب مؤسسة جبر الخواطر رقم 5263071123417901016
للتبرع عبر ڤودافون كاش:01001078970
للتبرع عبر إتصالات كاش:01154525206
#جبر_الخواطر https://t.co/69gtbmCREI",1,2020-08-20
6520,3omdasystems, الجيزة ,"هل في حد بيقابل مشاكل مع برامج الـ #Remote_Desktop علي شبكة #أورنچ #Orange في #مصر؟
#Android
#iOS

@Orange_Egypt",0,2020-08-20
6521,3omdasystems, الجيزة ,"هل في حد بيقابل مشاكل مع برامج الـ #Remote_Desktop علي شبكة #Orange في #مصر؟
#Android
#iOS",0,2020-08-20
6524,gabrkhawater, الجيزة ,"بمساهمتكم هنقدر نساعد أهالى محتاجة و نوفرلهم الطعام
قالَ رَسُول اللَّه ﷺ لما سُئل: أيّ الإسلام أفضل؟ قال: تُطعم الطعام .
للتبرع فى البنك الاهلى على حساب مؤسسة جبر الخواطر رقم 5263071123417901016
للتبرع عبر ڤودافون كاش:01001078970
للتبرع عبر إتصالات كاش:01154525206
#جبر_الخواطر https://t.co/Lzi32AvD7R",1,2020-08-16
6525,gabrkhawater, الجيزة ,"قال الله تعالى""وَمَا أَنْفَقْتُمْ مِنْ شَيْءٍ فَهُوَ يُخْلِفُهُ وَهُوَ خَيْرُ الرَّازِقِينَ""مهما أنفقت فى توصيل المايةلأهل الصعيدربنا بيخلفه عليك في الدنيا، وفي الآخرة الثواب للتبرع فى البنك الاهلى 5263071123417901016
ڤودافون كاش:01001078970
إتصالات كاش:01154525206
#جبرالخواطر https://t.co/8nswy4XGcR",1,2020-08-12
6526,ayagouda100, الجيزة ,حد عنده فكره عن عروض اتصالات للانترنت المنزلي والاسعار والسرعات؟!,0,2020-08-08
6527,gabrkhawater, الجيزة ,"في مؤسسة جبر الخواطر هنوصل اضحيتك لبيوت كتير داخل قرى الصعيد
سعر صك الأضحية يبدا من 3500 جنيه مصرى للصك الواحد
للتبرع فى البنك الأهلى على حساب مؤسسة جبر الخواطر رقم5263071123417901016
للتبرع عبر ڤودافون كاش:01001078970
للتبرع عبر اتصالات كاش:0115452520
#جبرالخواطر #عيد_الاضحى https://t.co/G0hbtHFaTG",0,2020-07-26
6529,gabrkhawater, الجيزة ,"العيد يوم بيدخل الفرحة لقلوبنا و بصدقتك هنوصل الفرحه للكل
التبرع يبدا من 100 جنيه مصرى للاسرة الواحدة
سعر صك الأضحية يبدا من 3500 جنيه مصرى للصك الواحد
للتبرع فى البنك الأهلى رقم5263071123417901016
للتبرع عبر ڤودافون كاش:01001078970
للتبرع عبر اتصالات كاش:0115452520
#جبرالخواطر https://t.co/v85OCdXZi1",0,2020-07-25
6530,gabrkhawater, الجيزة ,"ساهم معانا وساعدنا فى اننا ندخل الفرحة لقلوب اطفال فى العيد داخل قرى الصعيد
التبرع يبدأ من 100 جنيه للشنطة
للتبرع فى البنك الأهلى على حساب مؤسسة جبر الخواطر رقم 
5263071123417901016
للتبرع عبر ڤودافون كاش:01001078970
للتبرع عبر اتصالات كاش:0115452520
#جبرالخواطر #عيدالاضحى https://t.co/bnK5SFXXJn",0,2020-07-24
6534,gabrkhawater, الجيزة ,"مساهمتك في صك الأضحيه تبدأ من 3500 جنيه ولحوم صدقات تبدأ من ١٠٠ جنيه 
للتبرع فى البنك الاهلى على حساب مؤسسة
جبر الخواطر رقم 5263071123417901016 للتبرع عبر ڤودافون كاش:01001078970 للتبرع عبر إتصالات كاش:0115452520
#الأضحيه #العيد #عيد_الأضحى #عيد_الضحية #جبر_خاطر #مصر https://t.co/IaMjjq1lt0",0,2020-07-18
6535,8ina19962001, الجيزة ,"سلام علي المبتسمين ،رغم ما في القلب من عناء

سلام علي الذين لا يتفقد أحوالهم أحد 
ولا تأتيهم إتصالات الأحباب آخر الليل 
ولا رساله مختومه بأسمائهم 
ولا حتي سؤال عن طريق الخطأ ! https://t.co/AzzRZTy64m",1,2020-07-15
6538,SHERIF_RIZK, الجيزة ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/yfYTu50Ej1
دوس هنا علشان تكسب ميجابايتس https://t.co/vmNnk1F9JX",0,2020-07-13
6539,SHERIF_RIZK, الجيزة ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/yfYTu50Ej1
دوس هنا علشان تكسب ميجابايتس https://t.co/7jmd4nOoCh",0,2020-07-13
6543,shaima_Mahmoud, البحيرة ,وموظف خدمة العملاء بتاع فودافون كمان https://t.co/laj4W6luJ5,0,2020-10-11
6545,shaima_Mahmoud, البحيرة ,شبكات الموبايل الرديئة رجعت الناس للتلفون الأرضي يا فودافون,0,2020-10-04
6546,hassnaa_salah, البحيرة ,ممكن بلاش تدخلو اعلان فودافون  يا بلادنا الحلوه ال عملو ا مش لمصر  ف ما يحدث ممنا كشعب ومسانده بلدنا وجيشها وشعبها وريسها    ..   ماتضغطوش عليه ياجماعه  سبوه علي ما هو مقتنع بيه ومؤمن بيه وماشي بيه   له اعلانات  ولنا    مصر https://t.co/UCGEroGJWa,0,2020-10-03
6547,Shery0130, البحيرة ,تقريبا كده اسكندريه كلها مش بتعترف ب شبكه فودافون 😅,7,2020-09-26
6548,zeinab3li1, البحيرة ,"اصحاب ارقام etisalat أو orange أو Vodafone 
 إضغط *١٩٩*بعدين رقم تلفونك بعدين #
حيجيلك 10 GB مجانا لمدة اسبوع بمناسبة يوم السلام العالمي
 جربوها 

انا جربتها وطلعت كذب ....",2,2020-09-26
6549,IslamGamaal, البحيرة ,الشبكة بتاعة فودافون بجد بقت زبالة فكل حتة والله,0,2020-09-21
6550,wq64RDFgzee4Qgc, البحيرة ,لقد تم دعوتك لتنزيل تطبيق ماي اتصالات. حمل التطبيق لتحصل على ميجابايتس هدية https://t.co/onqaEgK0Y8,0,2020-09-21
6552,ahmedel3shry2, البحيرة ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/NTeWQkFlEg
دوس هنا علشان تكسب ميجابايتس https://t.co/c5a8Wz88JK",0,2020-09-18
6553,hamadatablia51, البحيرة ,فودافون شركة نصابة وبتسرق رصيد العملاء حسبي الله ونعم الوكيل,0,2020-09-11
6556,ahmdy90, البحيرة ,"أغنية امسك في حلمك ""أصالة وحماقى"" اعلان اتصالات - رمضان 2017 by EtisalatMisr on #SoundCloud https://t.co/XhfyDFcaEd",0,2020-08-31
6557,monaelroumy, البحيرة ,اسامة كمال أعلن تبنى شركة اورانج للشاب ابراهيم المتفوق فى دراسته الطب وكان ذلك فى وجود  وزير الصحة الأسبق د  عادل العدوى الذى وتوقع له مستقبل مبهر ويكون من العلماء المبشرين  فى البحث العلمى https://t.co/xhUPVSx6Jz,15,2020-08-29
6558,monaelroumy, البحيرة ,"خبر جميل حيفرحنا كلنا 
شركة اورانج قررت دعم الشاب الجميل فى دراسته https://t.co/xhUPVSx6Jz",14,2020-08-29
6561,IslamGamaal, البحيرة ,"=انت نمت يا تيمور يابني؟ 
-اه يا فودافون في حاجة؟
=كنت عايز اقولك ان فليكس بقى ضعف الباقة سوشيال و مزيكا",0,2020-08-19
6563,y0usef_2000q8, البحيرة ,اتصالات هاليومين مو مضبوطبن,0,2020-08-16
6565,AhmedHussienHa5, البحيرة ,"اغنية #عزوتنا_ملايين ل #شيرين والتي صدرت رمضان الماضي اي منذ ٣ اشهر تحقق اكثر من ٦٨ مليون مشاهدة علي يوتيوب فقط
واكثر من ٨٥ مليون مشاهدة علي فيس بوك
يذكر ان هذا الاعلان هو الاكثر مشاهدة ونجاح وانتشار منذ ان بدأت فودافون حملاتها الاعلانيه من هذا النوع منذ عام ٢٠١٢ 👏👏 https://t.co/VZrjkeOD56",26,2020-08-04
6566,eslamogini1, البحيرة ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/6DW9n4KUSE
دوس هنا علشان تكسب ميجابايتس https://t.co/rBkrkOdz4j",0,2020-08-01
6568,Sa_Fa_aa, البحيرة ,"اللي عايز يوصل للحالة بنفسه يكلمني يا شباب واللي عايز يوصل لهم تبرع فيه رقم فودافون كاش
01096250228 https://t.co/KDPuaVLvsg",7,2020-07-27
6569,Mah_Sheikh_G, البحيرة ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/re7yvYzA7c
دوس هنا علشان تكسب ميجابايتس https://t.co/HUSJIaTYuH",0,2020-07-26
6570,mahmoudmakram, البحيرة ,"هنكمل معاكم إن شاء الله ... سنة جديدة بنظام جديد ... في مكاننا الجديد ... ارض آدمون ؛ ش ماهر الناقة؛ اللي أوله اتصالات و كاريزما؛ أعلى سوبر ماركت الشناوي ( أمام مول العائلة) 
WhatsApp : 01110012311 https://t.co/Nz2ZlUsc4k",19,2020-07-25
6571,AhmedHussienHa5, البحيرة ,ذات مومنت اما يبقا فيه حفلة قريبة ل شيرين ع شاهد في اي بي وفيلم جديد ل يسرا واسر يس،، وابقا عايز اشترك ف التطبيق، ويجيلي الرسالة دي م فودافون 😎❤️😍 ف وقتكوا والله 😘😘😭😭 كل الحب ليكوا @VodafoneEgypt @ShahidVOD @sherine @Youssra #صاحب_المقام https://t.co/QaGBf6xfGP,6,2020-07-20
6572,moismail27, البحيرة ,الواحد مينزلش صور بعد كدة والله فودافون ايه بس 😂 https://t.co/CBoRw0r5ko,0,2020-07-17
6573,ahmed_fawzy25, البحيرة ,"Listen to أغنية امسك في حلمك ""أصالة وحماقى"" اعلان اتصالات - رمضان 2017 by EtisalatMisr on #SoundCloud
https://t.co/7pGcsnWDve",0,2020-07-10
6574,samarnassarr, البحيرة ,هي شبكة اورانج مالها,0,2020-07-09
6575,hannaygamal, البحيرة ,فودافون : قرار وقف طباعة كروت الشحن لصالح البيئة وينشر ثقافة الخدمات الرقمية https://t.co/Xa7zdQtiQv via @almalweb,0,2020-06-25
6576,Mayada_r_khalil, البحيرة ,"انا فودافون ده ابليكيشن فاشل بكل ما تحمله 
الكلمة من معنى .
مش فاهمة يعني ايه الابليكيشن مش مستوعب أني بدفع بالكارت !!؟
ومفيش أي توجيه الغلطة فين !
كعادتهم يعني والله مش جديد عليهم، محتاجة اغير شريحتي في اقرب وقت لشركة أكثر احتراما
@VodafoneIN",0,2020-06-25
6577,ranaahly74, البحيرة ,فودافون لما تنصب وتواجههم بنصبهم بيقاوحوا من مبدأ لا متقولش علينا نصابين,0,2020-06-24
6578,ranaahly74, البحيرة ,فودافون هتخرجني عن شعور ع الصبح اهو,0,2020-06-24
6579,A7medAyman77, البحيرة ,"فودافون شالت stay safe و زي م تيجي تيجي. 
#الامريكان_خدعونا",1,2020-06-22
6580,Marwa_4M, البحيرة ,فودافون بتمسي عليا ب١٥ ميجا لا وكمان لآخر اليوم مش عارفه من غيركوا كنت عملت ايه 🙄,1,2020-06-15
6581,ahmed_fawzy25, البحيرة ,انا مفيش حد نصب عليا بالشكل اللي بتعملوا اورانج,0,2020-06-15
6582,__henno, البحيرة ,قلت اشحن بدري و اسيب الباقة تتجدد فودافون سحبوا دين ام الرصيد كله,0,2020-06-12
6586,Rewanelswakk, البحيرة ,"Listen to Ramy Sabry - Hawel Tensany | رامى صبرى - حاول تنسانى 2019 by حسين الجسمى - سنة الحياة | اعلان اورانج رمضان 2020 on #SoundCloud
https://t.co/WS2hT7qsyt",6,2020-06-03
6588,EsmaailZeyad, البحيرة ,"دلوقتي تقدر تكسب ميجابايتس ببلاش لما تستخدم البروموكود بتاعي 
نزل ابليكشن انا فودافون من هنا https://t.co/7xI73iiwfZ
دوس هنا علشان تكسب ميجابايتس https://t.co/b1yX9DGD46",0,2020-05-30
6589,HeshamMohamed_H, البحيرة ,انا يوم نتيجة الثانوية لما طلعت كان ريأكشني بالضبط زي احمد حلمي في اعلان اتصالات عادي نجحت اهو طبيعي فرحت اهو..الموضوع كان عادي بالنسبالي يمكن لما بكسب ماتش في البلايستيشن بفرح اكتر من كدة ،معرفش كنت كئيب كدة ليه بس مبحبش ابالغ في الفرحة,5,2020-05-21
6590,HeshamShamarka1, البحيرة ,"النداء الأخير
آخر وجبات إفطار صائم معانا هتكون يوم الخميس القادم إن شاء الله
تكلفة الوجبة هتكون ٢٥ جنيه 
اللي حابب يشارك يتواصل معايا ويلحق

وبالنسبة لزكاة الفطر آخر استقبال ليها هيكون يوم الخميس لحد العصر علشان نلحق نشتري الحاجه 

للتبرع فودافون كاش 01006405007",1,2020-05-19
6592,l3baasy, البحيرة ,"يوجد شحن UC اي كميه PUBG MOBILE 
74UC = 25LE
221UC = 65LE
770UC = 200 LE 
2013UC = 500 LE
الشحن عن طريق ال ID فقط
الشحن خلال 5 دقائق
ويوجد  DIAMOND اي كمية FREE FIRE  
210= 45 LE
645= 125 LE          
1080= 200 LE
2200= 400 LE
الشحن بيتم عن طريق فودافون كاش : 01062593013 . 
شكرا https://t.co/81odKynqT0",5,2020-05-05
6593,nononsensesasa, البحيرة ,إعلان موبينيل اللي مفروض مؤثر دا ولا هز فيا شعرة. بس فاهمة يعني إنه يكون ممكن أثر في المغتربين. أنا أول مرة سافرت كنت بعيط على أغنية بكار فقشطة آخر واحدة أتكلم.,7,2020-05-05
6594,ahmedibrahim49, البحيرة ,شكرا فودافون 😍@VodafoneEgypt https://t.co/MSRBSyQ0iE,0,2020-05-05
6595,nononsensesasa, البحيرة ,مش قادرة أعدي لقطة منى زكي في إعلان فودافون وهي بتمثل إنها طيبة. بتحزق أوي في الطيبة. شعور مش طبيعي عندها.,15,2020-05-04
6596,rewansobhy, البحيرة ,أنا صحابي كلهم خط أحمر ماعاد البت نورا إتصالات.,6,2020-05-04
6597,EltamawyZiad, البحيرة ,"محمد صلاح بدا يحرك شفايفه مع الاغنيه في اعلان فودافون ..و بدا يغني بصوته من  في اعلان موبيل .. لو الكوره فضلت واقفه شويه كمان صلاح حـ يبدا يغني و يمثل ..على رمضان الجاي يكون نزل بمسلسل 😂😂
@MoSalah https://t.co/VEfFwiTUFE",0,2020-05-03
6599,Noorhanooz, البحيرة ,هوا الواحد مينفعش يخلي فرع فودافون ييجي تحت البيت لمدة بكرا بس,3,2020-04-30
6601,farah_tamer27, البحيرة ,كل ما اشوف اعلان فودافون و فيه مني زكي و ولادها و بعدين اتصالات فيه احمد حلمي لوحده الحوار بيعصبني و لاااا دول اسره مع بعضيهم حطوهم مع بعض 😂🤦🏻‍♀️,3,2020-04-27
6602,M_T1313, البحيرة ,القطر اللي في إعلان أورانج ده فين؟ https://t.co/1VZoT5Sv8q,1,2020-04-26
6604,reemy_youssef, البحيرة ,اعلان حلمي بتع اتصالات جميل 😍😍😍😍,0,2020-04-26
6605,BelalMo24040983, البحيرة ,علي فكره بقه اعلان اورنج اجمد من فودافون بكتير ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩,1,2020-04-26
6611,Ahmed_S_Ridwan, البحيرة ,"اعلان فودافون : 
اتفرجوا يا فقرا ياولاد الفقرا 😂",3,2020-04-25
6612,Marwa_4M, البحيرة ,اعلان اورانج جميل خطف قلبى ⁦❤️⁩,0,2020-04-25
6613,AhmedHussienHa5, البحيرة ,"المليون التالت ع اليوتيوب،، وتقريبا الخامس ع الفيس بوك ب ١٢ ساعة فقط
شيرين وفودافون غيرر 🔥🔥👌
#شيرين #فودافون_2020 @sherine @VodafoneEgypt https://t.co/qmk55ItXDZ",16,2020-04-24
6614,YourFavYarah, البحيرة ,اتكلمتو ع اعلان فودافون و نسيتو العظمه بتاعت بنك مصر https://t.co/sCvFFxbyM6,20,2020-04-24
6615,AhmedHussienHa5, البحيرة ,"المليون الثاني ع اليوتيوب ف 9 ساعات 👌😍😍 #شيرين #فودافون_2020 @sherine @VodafoneEgypt
حرفيا الاعلان محتل الشاشات ومكتسح والتعليقات عليه تهبل https://t.co/UibJbeeEuB",23,2020-04-24
6616,BassyouniAlaa, البحيرة ,فى واحدة فى اعلان فودافون شبه مايا خليفة و حقيقى مش وقته خالص,0,2020-04-24
6617,MohamedShihab10, البحيرة ,في إعلان فودافون، الموبايل اللي في ايد مني ذكي من الوش في اللقطة الأولي iphone 11 pro max و من الضهر في اللقطة اللي بعدها Samsung s10 plus 😅 https://t.co/cFnEMjq1yR,0,2020-04-24
6618,_nourrah_, البحيرة ,طب ما تيجو نجمع بعض و نعمل كلنا احنا اعلان فودافون بكواليتي الفيديو كول بتاعتنا بقى ؟,0,2020-04-24
6619,AhmedHussienHa5, البحيرة ,"#فودافون_2020 #شيرين براحة ياشيرين دا تترات المسلسلات الل نزلت معملتهاش 😂😂
ف 6 ساعات حوالي مليون مشاهدة ع اليوتيوب و ٢ مليون مشاهدة ع الفيس بوك
ب صوتها فقط 👌😍 https://t.co/MWKtmjpyLI",18,2020-04-24
6620,AhmedHussienHa5, البحيرة ,اعلانات فودافون بالنسبالي ارتبطت بصوت شيرين خلاص 👌😍😍 #فودافون_2020 #رمضان_2020 #شيرين,11,2020-04-24
6621,urfavsunflower_, البحيرة ,اعلان فودافون وبنك مصر احلي من بعض❤,5,2020-04-24
6622,OfficialZatout, البحيرة ,"سيبكوا انتوا شيرين غنت اعلان فودافون ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ 
#شيرين #حاجه_بينا #رمضان",4,2020-04-24
6623,mosallah1212, البحيرة ,فودافون دايما بتعمل عظمه والله ♥️ ♥️,0,2020-04-24
6625,AhmedKamalAsal, البحيرة ,لو حد عايز كارت عزوة فودافون ب 50 يكلمني هبعتهوله,16,2020-04-24
6628,mahmoud_elnany, البحيرة ,انا اكتر حد واخد حقي من شركة فودافون والله 😂😂♥️,2,2020-04-21
6630,EmanMoatazAdam, البحيرة ,عديت صدمه ان اللايف خلص من صدمه ان ازاي اللايف ماتخفظش ع يوتيوب! لييييه ي فودافون ليه!!؟⁦🙂,8,2020-04-17
6631,wpKaH2uENRFBcvD, البحيرة ,"مصراوي: بالرقم القومي.. فودافون تتيح فتح المحفظة الإلكترونية من المنزل.
https://t.co/xxxnSDHKl7

عبر @GoogleNews",0,2020-04-16
6633,AhmedmoO_, البحيرة ,صاحبي مسك Branch manager اتصالات اللي تحت البيت و بقي مكاني و قهوتي المفضله خلاص كل يوم الصبح و اديته البطاقه يحولي كمان..,0,2020-04-12
