user_name,user_location,text,likes,date
AhmedSh07452788, الشرقية ,رصيد فودافون مجاني هديه الاصحاب و الاحبابhttps://t.co/wSC4H4qFjJ,0,2022-06-03
EsraaBesharyy, الشرقية ,اعلان فودافون عمرو دياب واعلان اورانج  واعلان وى بنفس ترتيبهم الطف اعلانات السنة دى 💖🐰,4,2022-04-05
reemz271, الشرقية ,شكرا لشركة اورانج على التهديد في رمضان🥲 طيب خلو رمضان يخلص بعدين هددوا بقفل الشريحة,2,2022-04-03
lil_diabb, الشرقية ,اي حد عايز كود بيدي جيجا فودافون ريبلاي,0,2022-04-02
Shahdmustapha, الشرقية ,"منزلة ستوري واتساب ع حوار إنك تفتح نت من فودافون والسيستم واقع ده حرام ويعتبر سرقة، لقيت ناس داخلة تقولي نفتح نت ازاي🤡
يسطا أنت عبيط؟ هل أنت عبيط؟ ده انتوا شعب عاوز الحرق",15,2022-03-30
Mohamed74437197, الشرقية ,اي حد معاه خط فودافون يشغل بيانات الهاتف هيلاقي النت شغال حتي لو مش باقه أو من شبكه فودافون واقعه خدوا الي عليكوا 😂😂,0,2022-03-30
pdwyie, الشرقية ,تشعيرة الفوضى التي تشهدها الدول الأوربية و خرق النظام الأمني و تجاوزات الحديث عن أهل القرأن و جماعة الأخوان المسلمين و السلف حتماً من وجهة نظري الحسابية بعض الشركات الكبرى في الدول العربية خصوصاً بعد حالة الأضطهاد للعرب مثل أرامكو و أدنوك تقفز في البورصة مثل الكنغر @etisalat,0,2022-03-09
nassersaid55, الشرقية ,"فودافون بعتالي مبروك كسبت 500 وحده 
مش مكفيهم  الوحده اللي انا فيها !😂",2,2022-01-19
ansaralsona, الشرقية ,شركة فودافون شركة نصب واحتيال وعندى مشكلة معها هل تساعدونى https://t.co/DPeVAupXo2,1,2022-01-11
eeahmedzidan, الشرقية ,بجاحة الدنيا كلها فودافون خلصتها 🙄 https://t.co/5WTN1izBLi,4,2022-01-01
esraa_maghrabia, الدقهلية ,"جماعة حد هنا اتصالات عامل باقة نت بتقعد معاه فترة كويسة؟
لان بتاعتي بقت بتخلص في يوم وفلستني 🥲",0,2022-08-31
dr_mansy116, الدقهلية ,فودافون مكانها سله قمامه والله,0,2022-08-30
dr_mansy116, الدقهلية ,فودافون اسوء شركه ، سواء خدمه عملا او فروع او حتي ابلكيشن وهنا كمان ع تويتر .,1,2022-08-30
Keraa07, الدقهلية ,اتصالات ولا طبيه؟,2,2022-08-30
bmahmoud2012m, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-30
MahmoudZiada25, الدقهلية ,خدمة عملاء فودافون ماشية بالحب والله,0,2022-08-30
marwamamdohmm11, الدقهلية ,حد هنا بيشتغل ف فودافون ؟,0,2022-08-29
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-28
SaraAtef1997, الدقهلية ,اسخف حاجه ع التليفزيون اليومين دول هو اعلان احمد حلمي بتاع اتصالات بجد,6,2022-08-28
NehalHamada4, الدقهلية ,"ليه اشمعنا 
علشان بفكر؟ — علشان انا حبيت Embedded system و شغله و كدا و حسيت انه شاددني + ان مجالات حاسبات اكتر من اتصالات بكتير  https://t.co/2wSJGh7Gdh",3,2022-08-28
NehalHamada4, الدقهلية ,دخلتي حاسبات ولا اتصالات — حاسبات ان شاء الله ♥️ https://t.co/0gTT86imWZ,3,2022-08-28
HeshamDyaa, الدقهلية ,"من ٤ سنين كنت ف فودافون 
Hr : انا مُدرس وعايزك تبيعلي القلم دا 
انا : القلم دا يا أفندم من طراز خاص لان هَيكل القلم مُعالج ضد عرق الايد.
ساعتها الHr اتقفل مني ومَتقبلتش عشان رديت رد غريب وغير المُعتاد يسمعه من الناس 😂😂 https://t.co/iRCdds0gb7",2,2022-08-27
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-27
Hamdy44208798, الدقهلية ,"الجوله اللي فاتت الدفاع جابلي رقم اتصالات 
اما نشوف الجوله دي هيعمل اي",1,2022-08-27
SagedLoai, الدقهلية ,"فيه موضوع حابب اعرف نهايته 😂😅

انا كل يوم بيجيلي فلوس علي رقم فودافون كأش بتاعي بتاع الكورسات و محدش بيبلغني انه دفع

اللي بيدفع دا مثلا بيعوضني عن انه اخد ورقي مثلا و مقاليش او كدا",5,2022-08-26
Rahmayasser101, الدقهلية ,ليه اورانج من قله الالوان يعني😭😭😭,2,2022-08-26
Ayman_elfekii, الدقهلية ,مهندسة إتصالات و إلكترونيات قد الدنيا 💃💃😎 https://t.co/WCV10atDNE,3,2022-08-26
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-25
samehcbr1, الدقهلية ,"أسر ياسين باشا 
إزيك يا حبيبي
عشمان في أخويا الكبير لو ربنا كرمك وعملت إعلان مع فودافون تعمل احتفالي دي حاجة هتفرحني جدا بجد بالتوفيق https://t.co/dkDNfgYGDI",12,2022-08-24
Ahmad_eltobshy, الدقهلية ,"فودافون عملتلي تحويل للباقي الاعلى اتوماتيك 
اسكت انت احنا عارفين مصلحتك هات بس ٣٠ ج زيادة",0,2022-08-24
bmahmoud2012m, الدقهلية ,شعري لونه orange وانتوا؟!,1,2022-08-24
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-24
1josaeed, الدقهلية ,"🔥هااام امبارح الساعة ٨ قاعد جالي مسدج بفتح لقيتها من فودافون كاش و ان وصل 5000ج فا فكرتهم من ابويا لانه المفروض يبعتلي فلوس تبع البيت فا اتصلت بيه اقوله انت بعت الفلوس قالي لا ها بعت يوم الخميس باذن الله فا قولتله انا وصلي فلوسي قال لا مش انا فا تلقائي اتصلت بنفس الرقم 
يتابع.1 https://t.co/TTBhNGXV9v",5,2022-08-23
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-23
zeinabibrahim20, الدقهلية ,طبعا هفتكر فى كارثه حصلت لما حد يتصل بيا ٦  فى ٧ مره يطلع فودافون اصل انا عميل مميز 🙃 https://t.co/5svVuQKoKw,0,2022-08-23
peterwageeh0, الدقهلية ,"١-بيشرح الاعلان فى الصوره بس البنت الى عليها دايره دى ظهرت عادى
٢-المفروض ان الاتنين الى على الكراسي بيتفرجوا ع الشباب وهما مستغربين بيعملوا كده ليه عشان يكرر الاعلان ويوصل الرساله لكن فى غلطه ان البنت قاعده وراهم مع العلم انها المفروض تبقي قدامهم وبيبصوا عليها
#كده_باظت
#اورانج https://t.co/6mdySZmvL4",0,2022-08-09
3442df24e070499, الدقهلية ,"فودافون عامله اعلان جنب الردار 
 اتلقطت؟ ادفع المخالفة بفودافون كاش😂

لا حلوه و ملعوبة https://t.co/jsblLuq2KL",0,2022-07-12
Dr7oOooOooOooBY, الدقهلية ,كمية فوشيا و اورانج غير طبيعية في ميت غمر خير يا جماعة في حاجة !!,9,2022-07-11
zizokhawaga, الدقهلية ,"احنا تقريبا  الي من حقنا يجي وزير إتصالات يجيب حقنا. بدل ما يطلع يقف معانا عاوزنا ندفع الضعف.  طيب انا هدفع الضعف بس هتشغلي نت زي الامارات.  بنفس السرعه النت مش هيقطع وفضل اسبوع. مستني البشوات 
 لا مفيش تعويض وقفل الراوتر وفتحه تاني
#انترنت_غير_محدود_في_مصر
#اقالة_وزير_الاتصالات https://t.co/4IuGl4eC76",610,2022-07-08
mohamedmagdy020, الدقهلية ,"طلبات مستغرب انى معتش بطلب حاجه 
وكل خمس دقائق يبعتلى عروض عامل زى فودافون لما مشحنش يقعدوا يبعتوا خدلك باقه بخمسه جنيه 
طب بص اشحن وهيجيلك الضعف اعمل اى حاجه 😂",0,2022-07-06
esammohamed25, الدقهلية ,"ولما عرفوا أن فودافون كاش اكتر محفظة ف التعامل حاليا داخلياً حطوا عليها ضريبة برضوا 😂
دولة مفشوخة ف افكارها https://t.co/pzVrNqFGb6",0,2022-07-06
Tasnim_Egy, الدقهلية ,فودافون موبينيل المهم انه وحشني 😂💚 https://t.co/v5befQPrTe,3,2022-06-30
ahmdd97, الدقهلية ,"أول حفله أشوفها بعد حفلة فودافون أون لاين في 2020 🖤
والله وحشتوني جدا 🖤

#نمره_وكايروكي_في_الرياض https://t.co/ab6EcxkZ7T",3,2022-06-10
ahhmedawaad, الدقهلية ,جدعااان هو حد عنده مشكلة في النت او في شبكة فودافون ؟؟؟؟,1,2022-05-31
esammohamed25, الدقهلية ,"أنا غالبا دي هتكون المرة ال٣ اللي هجدد فيه الباقة ف شهر واحد 
ف حين أن بعمل باقة ١١ جيجا داتا علي خط اتصالات بفشخ امها فيديوهات وتحميل وبيتبقي جيجا أو اتنين ومعاد التجديد بيجي @telecomegypt 
يعني مش هنوصل لسياسة استخدام عادل ف مصر ف حياتنا نفقد الأمل ؟ https://t.co/wR35yCrjR0",1,2022-05-28
M7md_ezz14Offic, الدقهلية ,"من فترة فاتت 
كان التايم لاين كله بيتكلم ع دفعة 54 طب المنصورة 
دلوقتي اتصالات اقتحمت التايم لاين وبقوة 😂😂😎 https://t.co/ZxubIVlnUb",20,2022-05-20
TawfikTito1, الدقهلية ,شركة @orange للنصب 🤬,0,2022-05-15
v_vwvd, الدقهلية ,اتصالات عامله الواجب وزياده والله,1,2022-05-07
Bolbol6299, الدقهلية ,لما باقة النت تخلص الفجر والمحلات قافلة ومعاك فكة باقية في محفظة اتصالات كاش😎 https://t.co/8IGFe4y8v3,0,2022-05-05
esammohamed25, الدقهلية ,"140 جيجا ي expensive  مبتكفيش قد ال 11 جيجا داتا بتوع اتصالات 
@telecomegypt https://t.co/wpb1S8bH85",1,2022-04-22
hassanhammad0, الدقهلية ,حد معاه ابلكيشن انا فودافون ومعلق؟,1,2022-04-21
BasemElalfy8, الدقهلية ,هو لو حد سالف من فودافون ال ١٦ جنيه ومات دا دين ولا حلال فيهم ؟؟!!🐸😂😂,0,2022-04-21
AElmanzala, الدقهلية ,الواحد حس انه مهم بعد عزومة اتصالات دي الحقيقة 😂,0,2022-04-19
sob7ymo7med, الدقهلية ,"فودافون بعتالي مبروك كسبت 500 وحده 
مش مكفيهم  الوحده اللي انا فيها•",6,2022-04-19
Simodubaimall, الدقهلية ,"ممكن حد ينصحني.. احسن شريحه تليفون ايه للنت
فودافون ولا اتصالات ولا موبينيل ولا وي
اهم حاجه عندي الداتا.. والنبي بسرعه",0,2022-04-12
ibrahim_mdesoky, الدقهلية ,بحس ان مني زكي بتطلع في اعلان اورانج تكيد في الناس و اهي عمرها ما هتنضف طول مالاشكال الوسخة دي بتغلط و مفيش اي اجراء بيتاخد ضدها,5,2022-04-06
Mohammedatef744, الدقهلية ,فودافون كل سنه تعمل اعلان تخليك تبغي الارتباط وانت ما تبغاه ي اخي 🤡,64,2022-04-03
naheeedsmiir1, الدقهلية ,ياريت احب حد واعيش معاه قصه زي اعلان فودافون كدا,1,2022-04-03
NourGam09998528, الدقهلية ,"هو تقريبا مفيش فيهم غير اعلان اورانج 
وعمرو دياب عشان بحبه 😂😂😂",3,2022-04-02
zhra1792003, الدقهلية ,اعلان فودافون دا تحفه 😩❤️❤️❤️,9,2022-04-02
naheeedsmiir1, الدقهلية ,اعلان فودافون عيطني,4,2022-04-02
MoHamed40370108, الدقهلية ,اعلان فودافون جامد والي محليه عمرو دياب 💙✨,17,2022-04-02
ReemSallam4, الدقهلية ,مش لو كان عندي كتكوت دلوقتي كان زماني خلصت رصيد فودافون عليه ومكنتش ابقاا فالحيرة دي....,2,2022-03-31
2hmedkamel, الدقهلية ,تقريبا موضوع نت فودافون ده شغال عند مصر كلها ما عدا أنا,1,2022-03-30
ReemSallam4, الدقهلية ,فودافون هتطلع كل دا علينا وهتلغي الكروت الفكة ونحتاااس احنا بقاااا😫😫😫😫😫😫😫😫,2,2022-03-30
Mohamed85042143, الدقهلية ,فودافون بعد ما السيستم رجع.. https://t.co/NheVtHdncK,1,2022-03-30
NaglaaAwaden, الدقهلية ,شبكة فودافون واقعة افتحوا الداتا هتلاقوا نت ببلاش 🦥,0,2022-03-30
omnii2ii, الدقهلية ,من احسن الشركات شركه فودافون 😂❤️,6,2022-03-30
ahmedshawky915, الدقهلية ,رمضان قرب أي حد عايزني أسامحوا يبعتلي فلوس على فودافون كاش,66,2022-03-19
anaselzoghby, الدقهلية ,"اتصالات بعتالي مبروك كسبت 500 وحده 
مش مكفيهم  الوحده اللي انا فيها !",9,2022-03-17
borsh_mohamed, الدقهلية ,انا عاوز حد يشجعني ويقولي Go Mohamed زي م فودافون بتشجع مصر,9,2022-02-06
M0Oksha, الدقهلية ,مو صلاح مبيجبش اهداف غير في اعلان فودافون 😂,6,2022-01-11
GeoAliNabil, كفر الشيخ ,"يا جماعه شركة فودافون #نصابه
  سحبوا الرصيد مني بحجة ان الباقة خلصت ورغم ان تطبيق #انا_فودافون بيقول ان لسه الباقه فيها 17000 ميجا الا انهو سحبو من الرصيد لحد ما خلص 
كلمتهم اكتر من مره يقولو ان الباقي ده هيترحل للشهر الجاي 
يعني سرقة عيني عينك
@VodafoneEgypt 
شيروا وافضحوهم",0,2022-08-31
Malakelbanna__, كفر الشيخ ,بجد واي فاي اتصالات اقذر حاجه ممكن تتخيلوها 🤌🏻,0,2022-07-24
moamer080, كفر الشيخ ,كنت بحب براند اتصالات في مصر جدا ومرتبط باللون الاخضر والبراند عموما بعيوبها والي كانت ممكن تتعدل ولو حد مش متخصص مكانش هياخد باله، البراند الجديد بيستخدم تقريبا نفس شكل الخط بتاع فودافون، ونفس اللون الاحمر، مش فاهم ازاي وليه وبالنسبه للوجو فهو حقيقي غريب.,0,2022-07-11
AnnoGeorge97, كفر الشيخ ,تعالا عندنا قسم اتصالات 🥲 https://t.co/EMxfvM774d,1,2022-04-01
7u9YQBRq3npmAwv, كفر الشيخ ,فودافون بضحي والكل شغال تحميل https://t.co/pv96hMNYGr,2,2022-03-30
7u9YQBRq3npmAwv, كفر الشيخ ,سيرفرات شبكه فودافون واقعه وفاتحه نت مجاني حلال فيهم اللي بيعملوه في الناس,6,2022-03-30
Rawan_el497, كفر الشيخ ,العالم كله متفق عليا ، حتى فودافون سحبت فلكساتي بعد التجديد ب يومين بالظبط🥲,0,2022-03-03
TarekMano20, القاهرة ,"وزير اتصالات فاشل 
#مصر_الرقميه_من_غير_نت https://t.co/Kk6cjBqwez",2,2022-08-31
TarekMano20, القاهرة ,لازم نطالب بحقنا وزير اتصالات فاشل #مصر_الرقمية_من_غير_نت https://t.co/bAeqtflcdS,4,2022-08-31
ragefuel123, القاهرة ,انا لما كان عندي ١٥ سنة واتفرجت على a clockwork orange ولقيتهم مشغلين بيتهوفين https://t.co/p3RSI14JDw,1,2022-08-31
TarekMano20, القاهرة ,"وزير اتصالات فاشل 
#مصر_الرقمية_من_غير_نت https://t.co/oeM1JoEuWL",9,2022-08-31
kora_fal3arda, القاهرة ,طريقة إلغاء تحويل المكالمات فودافون 2022 وكود تحويل الرصيد https://t.co/Mm5UeOtOpU,0,2022-08-31
_habiiba_12, القاهرة ,الخطين في موبايلي وفاتحة داتا منهم عادي بس لما حد بيتصل بيديله مقفول معرفش ازاي بس جزيل الشكر لشركة فودافون واتصالات انا فعلاً مش جاي معايا اكلم حد الفترة دي,0,2022-08-31
Sherifa96676330, القاهرة ,♫ #استمع إلى ”الدنيا بترقص (مع عمرو دياب) [حصرياً]“ من فودافون MUSIC على #أنغامي https://t.co/N94fNxAhkj,0,2022-08-31
sahrularekboiz, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-31
7_osny, القاهرة ,من خلال تجربتكم ايه اسوأ شركة اتصالات اتعاملتم معاها كخدمة عملاء و مستوى خدمة,0,2022-08-31
iimw21, القاهرة ,الاصدقاء نعمه من ربي 💕,0,2022-08-30
hardiabd912, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-30
qassem_o, القاهرة ,فودافون معينه شويه بهايم يردو علي الناس بكلم واحد ابن متناكه غبي علي تويتر كل شويه يلطعني ويرجع يقولي العنوان مش صح ابن الاحبه بعته سكرين شوت ان انا باعت العنوان ده قبل كده اكتر من مره ازاي بقي غلط فجأه يبعت نفس الرساله,0,2022-08-30
abulmagd5, القاهرة ,"نظام اهلا كل الناس من اتصالات
#شكرا_الحاوي_وليد_سليمان https://t.co/WONb3qC4ad",0,2022-08-30
NotSoWitty_, القاهرة ,جالي حد النهاردة في الشيفت، مصري عايش حاليا في الإمارات. كلامه كان لطيف وأسلوبه متفهم، واضح وعارف عايز ايه وعرفني اللي محتاجة اعرفه. فالشات كانت سريعة وخفيفة جدا. بعد ما خلصنا قال لي انا كنت ex Vodafone على فكرة -انا في اتصالات- فربنا يقويكي على الشيفت ويخرجك منها على خير.,3,2022-08-30
shawky152000, القاهرة ,الربح من الانترنت والسحب علي فودافون كاش 120 جنيه يوميا !! https://t.co/4vNvhtfz8W via @YouTube,0,2022-08-30
A7medNagy14, القاهرة ,"جبت خط فودافون ريد وحرفيا ندمت جدا يعني 

زبون زبون يعني",0,2022-08-30
sahrularekboiz, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-30
kora_fal3arda, القاهرة ,وظائف بالجمله…!! تعلن شركة “فودافون” القطرية عن وجود “وظائف” شاغره ومختلفة بفرعها بدولة قطر وتضع هذه الشروط..! https://t.co/6EpudLPXme,0,2022-08-30
mezoalamor, القاهرة ,"#امسك_حرامي_النت_في_مصر 
الناس إللي خايفه تلغى من وي عشان النت ميطلعش انا لغيت معاهم بليل وتانى يوم العصر كنت مشترك مع اورانج الموضوع بسيييط وهم بيعملوا كل حاجه

الغى هترتاح نفسيا متدفعش فلوس لحد بيسرقك او بينتهك ادميتك",4,2022-08-30
mostafanagi88, القاهرة ,وداعا زفت #فودافون بعد ٢٠سنه معاهم غيرت الشريحه بنفس الرقم,0,2022-08-30
Tasneemmady27, القاهرة ,"انا افتكرت حاجة مهمه استحق يتسقفلي عليها
  اني لما كنت ف فودافون، مكنتش بروح ابدا متأخر ومكنش بيتخصملي بسبب التأخيرات و دي حاجة يتسقفلي  عليها صراحة ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",0,2022-08-30
Habibamansour0, القاهرة ,"اول حاجه ينعل ابو اليوم الي حولت خطي في بيزنس 
تاني حاجه ينعل الخدمه الصوتيه بتاعت فودافون عشان مخلين انسان آلي يكلمني تقولي ممكن تقولي استفسارك و انا هساعدك اقولها عاوزه اكلم خدمه العملا تقولي طبعا تقدري تكلمي خدمه العملا و تقفل في وشي😡😡😡😡😡",0,2022-08-29
iimw21, القاهرة ,يارب يومي قبل امي الله يحفظها ويمدها بصحة والعافيه,1,2022-08-29
GehanRaslan, القاهرة ,هى فودافون فيها مشكله؟؟,5,2022-08-29
3B8far, القاهرة ,حوار أن اتصالات بقيت حمرا ده مش داخل دماغي,17,2022-08-29
sahrularekboiz, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-29
Evergloww_, القاهرة ,انا كسبت 5 جنيه من اتصالات 🙃,0,2022-08-29
SafaaAly14, القاهرة ,انا طفشت من اتصالات بسبب ناس شبه كده https://t.co/Ml0jeAS30b,2,2022-08-29
shawky152000, القاهرة ,"الربح من الانترنت والسحب علي فودافون كاش وجميع الشبكات 250 جنيه !
https://t.co/4YmFs2l7Ry",0,2022-08-29
mhmd_mostafaa, القاهرة ,لما متشوفش شركة اتصالات حكومية بتاعه البلد وتشوف شركة بتاعه كيكة صاحبها رجل اعمال 😂😂 #اديني_في_التفاهة https://t.co/EJljg4m5bq,0,2022-08-29
Moeeamiin, القاهرة ,كلموا فودافون technical support يحللكوا المشكلة https://t.co/PtBiYU7yh0,0,2022-08-29
NewsElmostaqbal, القاهرة ,"فرصة عمل جديدة في ""أورانج"" اعرف التفاصيل - https://t.co/U1WqFSjLWe https://t.co/sQZl3b1arL",0,2022-08-29
luliaaan, القاهرة ,"أنا مش حافظة رقمي الحالي أصلا
ولما حد بيطلبه مني بعمل كود فودافون*878#
عشان يطلعلي الرقم😭💔 https://t.co/PB2hLtJUQ2",3,2022-08-29
kora_fal3arda, القاهرة ,فرص عمل لا تعوض.. قدم ورقك بسرعة!! ..فودافون قطر تعلن عن فرص توظيف للقطريين والمقيمين https://t.co/t3EwAJKJRV,0,2022-08-29
Osama205taher, القاهرة ,"تجربه حقيره عديت بيها 
روحت فرع فوري بلس @Fawrypayments  عشان ابعت فلوس عادي
راحت الموظفه عملتلي محفظه تبع بنك CiB 
و لغتلي محفظه فودافون كاش
و مشيت من قدامها و المحفظه مش شغاله أصلا ..
ف قررت ألغيها
اروح لفودافون قالولي روح فوري إلغي المحفظه
روحت فوري بلس تاني",0,2022-08-29
HassanM42779799, القاهرة ,احب اشكر شركة فودافون على تواصلهم معايا على الاكونت الرسمى الخاص بهم @VodafoneEgypt 💫 https://t.co/D1aphvYWQ4,1,2022-08-29
hossam167594, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-29
HassanM42779799, القاهرة ,"جماعة جماعة 
هى شبكة فودافون فيها مشكلة 
الباقة خلصت والنت لسه شغااااال 
اخراااابى 😂😂😂😂",24,2022-08-29
kora_fal3arda, القاهرة ,اعرف من عندنا احنا وبس جميع أكواد شبكة فودافون المهمة والمختصرة الجديدة 2023 وشغل خاصية الهاتف المطلوب غير متاح https://t.co/pHidqp8d0c,0,2022-08-28
cairo24_, القاهرة ,#شوبير: #الأهلي لم يُجرِ اتصالات رسمية مع #فايلر لكن البعض تطوع بالتواصل معه ورفض العودة https://t.co/1sw2tWsvPe,9,2022-08-28
kora_fal3arda, القاهرة ,جهز باسبورك هتقبض بالريال!!.. فودافون قطر تعلن عن توافر عدد من الوظائف الخالية بمرتبات خياليه.. تعرف على الشروط و رابط التقديم https://t.co/au4YI24ewR,0,2022-08-28
elslam_kareem, القاهرة ,"منصحش اي حد بالتعامل مع شركة فودافون اسوء خدمة واسوء خدمة عملاء في مصر 
@VodafoneEgypt 
#فودافون_اسوء_خدمة_في_مصر",0,2022-08-28
Moeeamiin, القاهرة ,نفس منطق موظفين فودافون. https://t.co/xSyr8hRP6M,0,2022-08-28
Bigjohne77, القاهرة ,♫ #استمع إلى ”دماغ تانية خالص (مع شيكو و هشا...“ من اتصالات مصر على #أنغامي https://t.co/eD1flU3ifS,0,2022-08-28
Shorouk_News, القاهرة ,"#الشروق| بعد اكتشافه ثغرة آبل.. اتصالات الجزائر توظف الشاب مواز عبد القادر

https://t.co/ZAxKZDuT8b

#الجزائر https://t.co/qkOsQDZzkv",0,2022-08-28
BMagued, القاهرة ,"بتكلم مع ابونا علي حوار كدة و مش موافقة عليه .. لقيته مسك القلم و قالي لا يابنتي تمام وانا هصليلك علي المذبح و فتح نوتة كدة orange و كتب فيها .. 
قولتله لا طالما النوتة البرتقاني ديه خلاص انا موافقة و ضحكته كالعادة اللي بتسندني 🤍🙈✨",0,2022-08-28
MennaSaiieed, القاهرة ,لو سألوني بجد نفسك في ايه يرجع هقول ايام ما كنت شغالة في فودافون..بجد احلي ايام في حياتي كفاية ان فيها ناس سالكة❤️❤️,0,2022-08-28
Egy24Official, القاهرة ,فودافون شريك الاتصالات الاستراتيجي لمؤتمر المناخ Cop27 https://t.co/O3FLk9fsFy,0,2022-08-28
ikalany, القاهرة ,انا مش شحات انا عايز اجدد باقه النت وواقف علي جنيه ونص رصيد 😅😇 فودافون,1,2022-08-28
sahrularekboiz, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-28
mmdmmwd36080032, القاهرة ,اتصالات تجري لترتيب لقاء بين رئيس الحكومة لابيد والرئيس الأمريكي بايدن الشهر المقبل بعد خطاب سيلقيه بايدن في الجمعية  العامة للأمم المتحدة. https://t.co/dgxxn3FsC7,3,2022-08-27
mmdmmwd36080032, القاهرة ,"اتصالات من أجل اتحاد بين إيلي أفيدار ورئيس القائمة الموحدة منصور عباس وخوض انتخابات مشتركة. 
قالت مصادر في الموحدة أن القائمة لم تتخذ بعد قرار أن يترشح مرشح يهودي في القائمة. https://t.co/vmDXSpZZbx",1,2022-08-27
medoyosef, القاهرة ,"حرام بلد بحجم مصر تبقي كلها حراميه نت
وي فودافون اورانج اتصالات
وزاره التنظيم القومي للسرقه
#امسك_حرامي_النت_في_مصر",1,2022-08-27
medoyosef, القاهرة ,"احلي حراميه نت
وي فودافون اتصالات اورانج
#امسك_حرامي_النت_في_مصر",4,2022-08-27
antellabokom39, القاهرة ,سبع كباري جداد ومفيش سرير فمستشفي 🥰كلام هايل ويقشعر الجسم فعلا وانت سايب ابوك تعبان وقاعد تعد فالكباري ؟ اي مستشفي هتدخل طواري مش هيخرج قبل عمل الازم وكمان تسيبه فالطواري وانت اعمل اتصالات اعرف فيه اماكن والا لا وبعدين تنقله مش واخده وبتفسحه فالكباري بس غلطته انه خلف عيل عبيط🥰,200,2022-08-27
ask_egypt_, القاهرة ,"🔸من الخاص🔸:

السلام عليكم ورحمة الله وبركاته ..

افضل شركة اتصالات في شرم الشيخ انترنت
باقة بشكل عام و كيف أسعارها و أفضل مكان تاخذ الشريحة منه ؟

#اسأل_مصر",0,2022-08-27
30m3esam, القاهرة ,اعلان احمد حلمي بتاع اتصالات دمه تقيل بشكل ياباااااي,0,2022-08-27
ayayo301, القاهرة ,الحمد لله اني تبع شركة فودافون ودايما عندي الشبكة ضايعه والموبايل غير متاح عشان كدا الرقم اللي بيتصل بالناس كلها ما اتصلش بيا ولا حد بيعرف يتصل بيا اصلا 😂❤️,3,2022-08-27
Tima32516397, القاهرة ,انا لما بحب حد بملا حياته منشنات و اتصالات و messages كتير قلق كدا قلق.,0,2022-08-27
hardiabd912, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-27
ahmedmoham_1911, القاهرة ,"حوالي 27 يوم - اورانج
وده بالنسبة للي بسمعه من شكاوي الناس رقم محترم 😅 https://t.co/9O0nZPYHQB",0,2022-08-27
iimw21, القاهرة ,يارب طمن قلب صديقتي  بكل ماهو خيراً لها 💔,1,2022-08-27
ehassany, القاهرة ,"شركة اورانچ بتسرقنا  وفاكرانا مش واخدين بالنا 
بصوا فى الرسايل اللى بتجيلكم ياجماعه ودققوا @Orange_Egypt",5,2022-08-27
shRook_ziada, القاهرة ,حاسه ان فودافون وموبينيل بيعايروني وكل شويه جدد الباقه جدد الباقه م الصبر يومين وهقبض وكله هيتسد يا عرر 😂🤦🏽‍♀️🤦🏽‍♀️💔,2,2022-08-27
waitandsee1987, القاهرة ,"بؤس ابن وسخه
اللي هو الرجاله مبقتش تكمل الساعه اصلا ولو حتي كلام فبقي يحسبوا بالدقيقه
ده ولا عرض فليكس ٦٠ من فودافون https://t.co/n8XQnwtjIa",4,2022-08-26
mahmoudmokhliss, القاهرة ,هو لو عاوز الغي النت  من  @Orange_Egypt بياخد وقت قد ايه,0,2022-08-26
ElbahnasawyOnna, القاهرة ,ده مابكملش عشر ايام والنت بيخلص اورنج فودافون حراميه علنى ويقولك استهلكت  ٢٠٠جيجا ليه شركه 😳😡 #امسك_حرامي_النت_في_مصر,1,2022-08-26
ictmisrcom, القاهرة ,فودافون تؤكد: حدث عطل بالفعل..وكل التحويلات نجحت https://t.co/uyIaiCibm9,0,2022-08-26
kora_fal3arda, القاهرة ,“فلوسكم في أمان”.. أول رد من فودافون بعد أزمة تحويلات «فودافون كاش» https://t.co/qRhNY9Akk3,0,2022-08-26
MariamT98184581, القاهرة ,"شباب 
معايا كرت اتصالات فيه 5ارقام اتمسحو عاوز طريقه اشحنو بيها؟؟. 🙂",0,2022-08-26
shawky152000, القاهرة ,الربح من الانترنت والسحب علي فودافون كاش وكل الشبكات 50 جنيه يوميا ! https://t.co/jGRvPP8Igp via @YouTube,0,2022-08-26
sokra1911, القاهرة ,"وانا اللي كنت بتريق ع فودافون
طلعوا بيسرقوني😂😂😂😂😂😂",1,2022-08-26
